timestamp,gender,inc_A00-A04,inc_A05-A14,inc_A15-A34,inc_A35-A59,inc_A60-A79,inc_A80+,inc_ALL
1595462400,A,1.11,2.20,1.51,0.68,0.36,1.77,0.98
1595462400,F,0.00,2.26,2.13,0.57,0.00,1.87,0.93
1595462400,M,2.16,2.14,0.95,0.79,0.76,1.60,1.04
1595548800,A,1.11,2.20,1.01,0.82,0.36,1.77,0.94
1595548800,F,0.00,2.26,1.06,1.13,0.00,1.87,0.93
1595548800,M,2.16,2.14,0.95,0.53,0.76,1.60,0.95
1595635200,A,1.11,3.85,1.51,0.82,0.36,1.77,1.17
1595635200,F,0.00,4.52,1.60,1.13,0.00,1.87,1.21
1595635200,M,2.16,3.21,1.43,0.53,0.76,1.60,1.14
1595721600,A,1.11,3.85,1.51,0.82,0.36,1.77,1.17
1595721600,F,0.00,4.52,1.06,1.13,0.00,1.87,1.11
1595721600,M,2.16,3.21,1.91,0.53,0.76,1.60,1.23
1595808000,A,1.11,4.40,1.51,1.23,0.18,1.18,1.27
1595808000,F,0.00,5.65,1.06,1.41,0.00,0.93,1.21
1595808000,M,2.16,3.21,1.91,1.05,0.38,1.60,1.33
1595894400,A,1.11,4.40,2.52,1.23,0.18,1.77,1.50
1595894400,F,0.00,5.65,1.60,1.13,0.00,1.87,1.30
1595894400,M,2.16,3.21,3.34,1.32,0.38,1.60,1.70
1595980800,A,1.11,4.40,2.27,1.50,0.36,1.77,1.59
1595980800,F,0.00,5.65,1.60,1.41,0.00,1.87,1.39
1595980800,M,2.16,3.21,2.86,1.58,0.76,1.60,1.80
1596067200,A,0.00,2.20,2.01,1.50,0.53,1.18,1.31
1596067200,F,0.00,3.39,1.60,1.41,0.00,1.87,1.21
1596067200,M,0.00,1.07,2.39,1.58,1.13,0.00,1.42
1596153600,A,0.00,2.75,2.01,1.36,1.07,1.77,1.50
1596153600,F,0.00,4.52,1.60,1.13,0.34,2.80,1.39
1596153600,M,0.00,1.07,2.39,1.58,1.89,0.00,1.61
1596240000,A,0.00,1.10,1.76,1.23,1.07,2.95,1.36
1596240000,F,0.00,2.26,1.60,1.13,0.34,4.67,1.39
1596240000,M,0.00,0.00,1.91,1.32,1.89,0.00,1.33
1596326400,A,0.00,1.10,1.51,1.36,1.07,2.95,1.36
1596326400,F,0.00,2.26,1.60,1.41,0.34,4.67,1.49
1596326400,M,0.00,0.00,1.43,1.32,1.89,0.00,1.23
1596412800,A,0.00,1.10,3.27,1.23,1.07,2.95,1.64
1596412800,F,0.00,2.26,2.13,1.70,0.34,4.67,1.67
1596412800,M,0.00,0.00,4.30,0.79,1.89,0.00,1.61
1596499200,A,0.00,1.10,3.02,1.09,1.25,2.95,1.59
1596499200,F,0.00,2.26,2.66,1.70,0.34,4.67,1.76
1596499200,M,0.00,0.00,3.34,0.53,2.27,0.00,1.42
1596585600,A,1.11,1.10,3.78,1.09,1.60,3.54,1.92
1596585600,F,0.00,2.26,3.19,1.41,0.67,5.60,1.95
1596585600,M,2.16,0.00,4.30,0.79,2.65,0.00,1.89
1596672000,A,2.21,1.65,4.78,1.50,1.25,4.13,2.30
1596672000,F,2.27,2.26,3.73,1.70,0.67,5.60,2.23
1596672000,M,2.16,1.07,5.73,1.32,1.89,1.60,2.37
1596758400,A,4.43,1.10,5.79,1.91,0.71,3.54,2.48
1596758400,F,6.80,1.13,5.32,2.26,0.34,4.67,2.60
1596758400,M,2.16,1.07,6.21,1.58,1.13,1.60,2.37
1596844800,A,4.43,1.10,6.04,1.91,0.71,2.36,2.44
1596844800,F,6.80,1.13,5.32,2.26,0.34,2.80,2.41
1596844800,M,2.16,1.07,6.68,1.58,1.13,1.60,2.46
1596931200,A,4.43,1.10,6.29,1.77,0.71,2.36,2.44
1596931200,F,6.80,1.13,5.86,1.98,0.34,2.80,2.41
1596931200,M,2.16,1.07,6.68,1.58,1.13,1.60,2.46
1597017600,A,5.53,0.55,5.03,2.18,0.89,4.72,2.58
1597017600,F,6.80,0.00,5.86,1.98,0.34,3.74,2.41
1597017600,M,4.33,1.07,4.30,2.37,1.51,6.41,2.75
1597104000,A,5.53,1.10,5.79,3.14,0.71,4.13,3.00
1597104000,F,6.80,0.00,5.32,2.26,0.34,2.80,2.32
1597104000,M,4.33,2.14,6.21,3.95,1.13,6.41,3.69
1597190400,A,4.43,1.10,7.80,3.68,0.53,3.54,3.42
1597190400,F,6.80,0.00,7.99,3.39,0.34,1.87,3.06
1597190400,M,2.16,2.14,7.64,3.95,0.76,6.41,3.79
1597276800,A,3.32,0.55,8.56,3.14,0.71,2.95,3.28
1597276800,F,4.53,0.00,9.58,3.11,0.34,0.93,3.06
1597276800,M,2.16,1.07,7.64,3.16,1.13,6.41,3.50
1597363200,A,1.11,2.20,8.56,3.14,0.71,2.95,3.33
1597363200,F,0.00,0.00,9.05,2.83,0.34,0.93,2.69
1597363200,M,2.16,4.28,8.12,3.42,1.13,6.41,3.98
1597449600,A,1.11,2.20,8.31,3.14,0.71,2.95,3.28
1597449600,F,0.00,0.00,8.52,2.83,0.34,0.93,2.60
1597449600,M,2.16,4.28,8.12,3.42,1.13,6.41,3.98
1597536000,A,1.11,2.20,8.31,3.27,0.71,2.95,3.33
1597536000,F,0.00,0.00,7.99,2.83,0.34,0.93,2.51
1597536000,M,2.16,4.28,8.59,3.69,1.13,6.41,4.17
1597622400,A,0.00,2.75,8.06,2.86,0.53,1.18,2.95
1597622400,F,0.00,1.13,7.99,2.83,0.34,0.93,2.60
1597622400,M,0.00,4.28,8.12,2.90,0.76,1.60,3.31
1597708800,A,1.11,2.75,7.05,3.00,0.71,1.18,2.91
1597708800,F,0.00,1.13,7.45,3.68,0.34,0.93,2.78
1597708800,M,2.16,4.28,6.68,2.37,1.13,1.60,3.03
1597795200,A,1.11,2.75,5.29,2.32,0.53,1.18,2.30
1597795200,F,0.00,1.13,4.26,2.83,0.34,0.93,1.95
1597795200,M,2.16,4.28,6.21,1.84,0.76,1.60,2.65
1597881600,A,1.11,3.85,4.78,2.59,0.53,1.18,2.39
1597881600,F,0.00,2.26,2.66,2.55,0.67,1.87,1.86
1597881600,M,2.16,5.34,6.68,2.63,0.38,0.00,2.94
1597968000,A,2.21,3.30,4.78,2.32,0.53,1.18,2.30
1597968000,F,2.27,3.39,3.19,2.26,0.67,1.87,2.04
1597968000,M,2.16,3.21,6.21,2.37,0.38,0.00,2.56
1598054400,A,2.21,3.30,4.78,2.86,0.71,1.77,2.58
1598054400,F,2.27,3.39,3.19,3.11,1.01,1.87,2.41
1598054400,M,2.16,3.21,6.21,2.63,0.38,1.60,2.75
1598140800,A,2.21,4.40,4.53,2.86,0.89,1.77,2.67
1598140800,F,2.27,5.65,3.19,3.11,1.01,1.87,2.60
1598140800,M,2.16,3.21,5.73,2.63,0.76,1.60,2.75
1598227200,A,2.21,5.50,5.29,2.86,0.89,1.77,2.91
1598227200,F,2.27,5.65,3.73,2.83,1.01,0.93,2.51
1598227200,M,2.16,5.34,6.68,2.90,0.76,3.20,3.31
1598313600,A,2.21,6.04,5.29,2.18,0.89,1.77,2.72
1598313600,F,2.27,6.79,4.26,2.26,1.01,0.93,2.51
1598313600,M,2.16,5.34,6.21,2.11,0.76,3.20,2.94
1598400000,A,2.21,6.04,4.78,2.59,1.07,1.77,2.81
1598400000,F,2.27,6.79,5.32,2.26,0.67,0.93,2.60
1598400000,M,2.16,5.34,4.30,2.90,1.51,3.20,3.03
1598486400,A,2.21,6.59,5.29,2.59,0.89,1.18,2.86
1598486400,F,2.27,6.79,5.86,2.55,0.34,0.00,2.60
1598486400,M,2.16,6.41,4.77,2.63,1.51,3.20,3.13
1598572800,A,2.21,7.69,7.30,2.86,1.07,1.18,3.47
1598572800,F,0.00,9.05,7.99,3.11,0.34,0.00,3.25
1598572800,M,4.33,6.41,6.68,2.63,1.89,3.20,3.69
1598659200,A,2.21,8.24,8.06,2.73,1.07,0.59,3.56
1598659200,F,0.00,10.18,9.05,2.55,0.00,0.00,3.25
1598659200,M,4.33,6.41,7.16,2.90,2.27,1.60,3.88
1598832000,A,2.21,7.69,8.31,3.00,0.89,0.59,3.61
1598832000,F,0.00,7.92,9.05,3.11,0.00,0.00,3.25
1598832000,M,4.33,7.48,7.64,2.90,1.89,1.60,3.98
1598918400,A,2.21,6.59,8.81,3.00,0.89,0.59,3.61
1598918400,F,0.00,7.92,9.05,3.39,0.00,0.00,3.34
1598918400,M,4.33,5.34,8.59,2.63,1.89,1.60,3.88
1599004800,A,1.11,6.59,9.57,3.14,0.71,0.59,3.70
1599004800,F,0.00,9.05,10.12,3.39,0.00,0.00,3.62
1599004800,M,2.16,4.28,9.07,2.90,1.51,1.60,3.79
1599091200,A,1.11,7.69,10.32,2.86,0.89,0.59,3.89
1599091200,F,0.00,10.18,10.12,3.39,0.34,0.00,3.81
1599091200,M,2.16,5.34,10.50,2.37,1.51,1.60,3.98
1599177600,A,1.11,6.59,10.82,3.27,1.25,0.59,4.12
1599177600,F,0.00,9.05,11.71,4.24,0.34,0.00,4.27
1599177600,M,2.16,4.28,10.03,2.37,2.27,1.60,3.98
1599264000,A,0.00,4.95,8.06,3.00,1.07,0.59,3.28
1599264000,F,0.00,6.79,7.99,3.68,0.34,0.00,3.25
1599264000,M,0.00,3.21,8.12,2.37,1.89,1.60,3.31
1599350400,A,0.00,4.40,7.55,2.86,1.07,1.77,3.19
1599350400,F,0.00,5.65,6.92,3.68,0.34,1.87,3.16
1599350400,M,0.00,3.21,8.12,2.11,1.89,1.60,3.22
1599436800,A,0.00,3.85,8.06,2.45,1.07,1.77,3.09
1599436800,F,0.00,5.65,7.45,3.11,0.34,1.87,3.06
1599436800,M,0.00,2.14,8.59,1.84,1.89,1.60,3.13
1599523200,A,0.00,3.30,7.80,2.73,1.25,1.18,3.09
1599523200,F,0.00,4.52,7.45,2.83,0.34,1.87,2.88
1599523200,M,0.00,2.14,8.12,2.63,2.27,0.00,3.31
1599609600,A,0.00,3.85,8.31,2.32,2.32,2.36,3.47
1599609600,F,0.00,5.65,8.52,2.26,1.69,3.74,3.53
1599609600,M,0.00,2.14,8.12,2.37,3.02,0.00,3.41
1599696000,A,0.00,3.30,8.81,3.00,2.50,2.36,3.80
1599696000,F,0.00,4.52,8.52,3.11,2.36,3.74,3.90
1599696000,M,0.00,2.14,9.07,2.90,2.65,0.00,3.69
1599782400,A,0.00,2.75,7.55,3.00,4.10,3.54,4.03
1599782400,F,0.00,4.52,6.39,3.11,5.40,4.67,4.46
1599782400,M,0.00,1.07,8.59,2.90,2.65,1.60,3.60
1599868800,A,2.21,2.20,8.56,3.82,5.17,4.72,4.92
1599868800,F,2.27,3.39,8.52,4.53,6.75,5.60,5.75
1599868800,M,2.16,1.07,8.59,3.16,3.40,3.20,4.07
1599955200,A,2.21,2.20,8.31,3.68,6.24,5.90,5.20
1599955200,F,2.27,3.39,8.52,4.53,8.43,7.47,6.40
1599955200,M,2.16,1.07,8.12,2.90,3.78,3.20,3.98
1600041600,A,2.21,2.75,8.81,4.36,7.31,5.90,5.86
1600041600,F,2.27,4.52,8.52,4.81,10.12,7.47,7.05
1600041600,M,2.16,1.07,9.07,3.95,4.16,3.20,4.64
1600128000,A,2.21,2.75,8.31,5.32,8.38,8.85,6.61
1600128000,F,2.27,4.52,8.52,5.94,11.81,10.27,8.17
1600128000,M,2.16,1.07,8.12,4.74,4.54,6.41,5.02
1600214400,A,2.21,2.20,7.30,6.55,8.02,11.21,6.89
1600214400,F,2.27,2.26,6.92,8.20,11.13,12.14,8.45
1600214400,M,2.16,2.14,7.64,5.00,4.54,9.61,5.30
1600300800,A,2.21,1.65,8.31,7.09,7.84,11.80,7.22
1600300800,F,2.27,2.26,9.05,8.49,10.46,12.14,8.72
1600300800,M,2.16,1.07,7.64,5.79,4.91,11.21,5.68
1600387200,A,2.21,2.20,9.06,7.91,6.95,12.98,7.55
1600387200,F,2.27,2.26,10.12,8.49,9.11,14.01,8.72
1600387200,M,2.16,2.14,8.12,7.37,4.54,11.21,6.34
1600473600,A,0.00,2.20,7.80,7.36,6.42,11.80,6.80
1600473600,F,0.00,2.26,7.99,7.64,8.43,13.08,7.70
1600473600,M,0.00,2.14,7.64,7.11,4.16,9.61,5.87
1600560000,A,0.00,2.20,7.80,7.50,5.53,10.03,6.47
1600560000,F,0.00,2.26,7.99,7.64,7.42,10.27,7.15
1600560000,M,0.00,2.14,7.64,7.37,3.40,9.61,5.78
1600646400,A,0.00,3.85,9.31,7.50,5.17,11.21,6.89
1600646400,F,0.00,3.39,11.18,7.64,6.41,11.21,7.61
1600646400,M,0.00,4.28,7.64,7.37,3.78,11.21,6.16
1600732800,A,0.00,3.85,9.57,7.09,4.63,8.85,6.47
1600732800,F,0.00,3.39,11.18,7.64,5.40,9.34,7.15
1600732800,M,0.00,4.28,8.12,6.58,3.78,8.01,5.78
1600819200,A,0.00,3.30,9.31,7.09,4.99,6.49,6.28
1600819200,F,0.00,3.39,10.65,7.64,6.41,7.47,7.15
1600819200,M,0.00,3.21,8.12,6.58,3.40,4.81,5.40
1600905600,A,0.00,4.95,8.06,6.82,4.99,5.90,6.05
1600905600,F,0.00,5.65,9.05,7.36,7.08,7.47,7.15
1600905600,M,0.00,4.28,7.16,6.32,2.65,3.20,4.92
1600992000,A,0.00,4.95,7.55,5.86,4.99,3.54,5.44
1600992000,F,0.00,5.65,7.99,7.36,6.07,4.67,6.40
1600992000,M,0.00,4.28,7.16,4.48,3.78,1.60,4.45
1601078400,A,0.00,4.95,8.06,5.59,4.63,4.72,5.44
1601078400,F,0.00,5.65,7.99,6.79,5.73,5.60,6.22
1601078400,M,0.00,4.28,8.12,4.48,3.40,3.20,4.64
1601164800,A,0.00,4.95,7.80,5.32,4.63,4.72,5.30
1601164800,F,0.00,5.65,7.99,6.51,5.06,5.60,5.94
1601164800,M,0.00,4.28,7.64,4.21,4.16,3.20,4.64
1601251200,A,0.00,3.85,5.79,5.05,3.92,3.54,4.45
1601251200,F,0.00,5.65,5.32,6.22,4.39,4.67,5.10
1601251200,M,0.00,2.14,6.21,3.95,3.40,1.60,3.79
1601337600,A,0.00,5.50,6.29,4.50,3.21,4.13,4.36
1601337600,F,0.00,6.79,6.39,5.09,3.71,4.67,4.83
1601337600,M,0.00,4.28,6.21,3.95,2.65,3.20,3.88
1601424000,A,1.11,5.50,7.30,4.23,3.57,6.49,4.78
1601424000,F,2.27,5.65,6.92,3.96,4.05,5.60,4.73
1601424000,M,0.00,5.34,7.64,4.48,3.02,8.01,4.83
1601510400,A,2.21,4.40,8.06,4.64,3.57,8.26,5.16
1601510400,F,4.53,4.52,8.52,3.96,4.05,6.54,5.10
1601510400,M,0.00,4.28,7.64,5.27,3.02,11.21,5.21
1601596800,A,2.21,4.40,8.06,5.45,4.28,9.44,5.72
1601596800,F,4.53,5.65,8.52,4.24,5.73,7.47,5.85
1601596800,M,0.00,3.21,7.64,6.58,2.65,12.82,5.59
1601683200,A,2.21,6.04,8.81,6.95,5.53,11.80,7.03
1601683200,F,4.53,7.92,9.58,6.51,6.41,10.27,7.43
1601683200,M,0.00,4.28,8.12,7.37,4.54,14.42,6.63
1601769600,A,2.21,6.04,9.57,7.36,5.35,11.21,7.22
1601769600,F,4.53,7.92,10.12,6.51,6.75,9.34,7.52
1601769600,M,0.00,4.28,9.07,8.16,3.78,14.42,6.91
1601856000,A,2.21,4.95,9.57,7.23,6.06,11.80,7.31
1601856000,F,4.53,5.65,10.12,6.79,7.08,10.27,7.61
1601856000,M,0.00,4.28,9.07,7.63,4.91,14.42,7.01
1601942400,A,2.21,3.30,9.31,7.36,7.13,11.80,7.45
1601942400,F,4.53,4.52,8.52,7.36,8.10,10.27,7.70
1601942400,M,0.00,2.14,10.03,7.37,6.05,14.42,7.20
1602028800,A,2.21,4.95,10.57,8.45,7.49,9.44,8.11
1602028800,F,4.53,6.79,11.18,9.05,8.10,8.41,8.72
1602028800,M,0.00,3.21,10.03,7.90,6.81,11.21,7.48
1602115200,A,1.11,6.59,11.08,8.86,10.16,7.67,9.00
1602115200,F,2.27,6.79,10.65,9.90,9.11,7.47,9.00
1602115200,M,0.00,6.41,11.46,7.90,11.34,8.01,9.00
1602201600,A,2.21,7.69,12.33,9.55,12.66,9.44,10.41
1602201600,F,4.53,6.79,12.78,9.90,11.47,10.27,10.40
1602201600,M,0.00,8.55,11.94,9.21,13.99,8.01,10.42
1602288000,A,2.21,7.14,13.59,10.23,13.55,11.80,11.25
1602288000,F,4.53,6.79,15.44,10.47,14.17,12.14,11.97
1602288000,M,0.00,7.48,11.94,10.00,12.85,11.21,10.51
1602374400,A,2.21,7.14,13.09,10.36,13.73,11.80,11.25
1602374400,F,4.53,6.79,15.44,11.32,14.50,12.14,12.34
1602374400,M,0.00,7.48,10.98,9.48,12.85,11.21,10.13
1602460800,A,3.32,7.14,16.36,13.23,15.51,12.98,13.45
1602460800,F,4.53,6.79,18.63,13.30,16.87,13.08,14.29
1602460800,M,2.16,7.48,14.32,13.16,13.99,12.82,12.59
1602547200,A,3.32,7.14,19.13,15.27,17.47,15.34,15.37
1602547200,F,4.53,6.79,20.23,16.12,17.88,15.88,16.06
1602547200,M,2.16,7.48,18.14,14.48,17.01,14.42,14.68
1602633600,A,2.21,6.04,21.90,16.91,19.43,17.11,16.97
1602633600,F,2.27,4.52,23.96,18.39,19.56,17.75,17.82
1602633600,M,2.16,7.48,20.05,15.53,19.28,16.02,16.10
1602720000,A,2.21,4.40,23.16,19.23,19.97,19.47,18.19
1602720000,F,2.27,3.39,26.09,21.50,21.25,18.68,19.68
1602720000,M,2.16,5.34,20.53,17.11,18.52,20.83,16.67
1602806400,A,2.21,7.14,28.95,24.00,19.61,21.24,21.19
1602806400,F,2.27,7.92,31.94,27.44,19.56,19.62,22.65
1602806400,M,2.16,6.41,26.26,20.80,19.66,24.03,19.70
1602892800,A,3.32,7.14,30.71,24.95,20.86,18.29,21.98
1602892800,F,4.53,6.79,33.01,28.57,18.89,15.88,22.65
1602892800,M,2.16,7.48,28.65,21.59,23.06,22.43,21.31
1602979200,A,3.32,7.14,34.74,24.82,21.93,20.65,23.16
1602979200,F,4.53,6.79,35.67,28.01,18.89,17.75,23.11
1602979200,M,2.16,7.48,33.90,21.85,25.33,25.63,23.20
1603065600,A,3.32,9.89,34.99,24.27,22.10,23.01,23.48
1603065600,F,4.53,11.31,36.73,28.01,18.89,19.62,23.85
1603065600,M,2.16,8.55,33.42,20.80,25.71,28.84,23.11
1603152000,A,4.43,12.09,38.26,27.14,23.35,30.09,26.20
1603152000,F,4.53,14.70,39.40,30.55,20.58,26.15,26.55
1603152000,M,4.33,9.62,37.24,23.96,26.46,36.85,25.85
1603238400,A,5.53,15.39,43.80,31.91,26.38,32.45,30.19
1603238400,F,6.80,19.23,42.59,33.38,25.64,30.82,30.35
1603238400,M,4.33,11.76,44.88,30.54,27.22,35.24,30.02
1603324800,A,6.64,18.68,52.61,35.73,28.34,37.76,34.41
1603324800,F,6.80,22.62,53.77,36.21,29.35,37.36,35.18
1603324800,M,6.49,14.96,51.57,35.28,27.22,38.45,33.62
1603411200,A,11.07,18.13,54.87,39.41,32.80,43.66,37.87
1603411200,F,11.33,20.36,58.03,39.04,35.75,43.90,39.26
1603411200,M,10.82,16.03,52.04,39.75,29.49,43.25,36.46
1603497600,A,19.93,28.03,62.93,43.09,34.40,67.85,44.20
1603497600,F,22.67,31.67,66.02,43.57,37.78,72.86,46.97
1603497600,M,17.31,24.58,60.16,42.65,30.62,59.27,41.38
1603584000,A,19.93,29.12,62.68,46.23,35.83,70.80,45.94
1603584000,F,22.67,32.80,67.61,48.37,41.49,77.53,50.40
1603584000,M,17.31,25.65,58.25,44.23,29.49,59.27,41.38
1603670400,A,22.14,28.57,66.20,48.95,35.65,69.62,47.44
1603670400,F,27.20,32.80,67.61,51.49,41.15,76.59,51.42
1603670400,M,17.31,24.58,64.94,46.60,29.49,57.67,43.37
1603756800,A,25.46,30.22,73.00,54.55,41.36,89.10,53.95
1603756800,F,31.73,33.93,74.00,57.71,47.22,100.88,58.94
1603756800,M,19.47,26.72,72.10,51.60,34.78,68.88,48.86
1603843200,A,26.57,28.57,77.03,59.32,41.71,95.59,56.86
1603843200,F,29.47,30.54,79.86,69.31,45.54,103.68,63.21
1603843200,M,23.80,26.72,74.49,50.02,37.43,81.70,50.38
1603929600,A,28.78,30.22,73.25,65.73,46.35,96.77,59.90
1603929600,F,31.73,32.80,70.81,77.51,49.25,106.48,65.90
1603929600,M,25.96,27.79,75.44,54.76,43.10,80.10,53.79
1604016000,A,30.99,34.62,82.06,73.77,47.95,110.34,66.28
1604016000,F,34.00,35.06,82.52,86.85,52.62,116.76,73.23
1604016000,M,28.13,34.20,81.65,61.60,42.72,99.32,59.19
1604102400,A,24.35,25.83,79.29,77.04,49.38,89.10,64.55
1604102400,F,27.20,23.75,80.39,87.41,52.62,92.47,69.43
1604102400,M,21.64,27.79,78.31,67.40,45.74,83.30,59.56
1604188800,A,26.57,25.28,78.28,76.91,49.02,88.50,64.22
1604188800,F,27.20,22.62,78.79,85.15,49.92,89.67,67.29
1604188800,M,25.96,27.79,77.83,69.24,48.01,86.51,61.08
1604275200,A,27.67,28.57,84.33,81.82,53.12,99.72,69.33
1604275200,F,27.20,26.01,91.04,91.09,53.97,102.75,74.07
1604275200,M,28.13,31.00,78.31,73.19,52.17,94.52,64.49
1604361600,A,34.32,33.52,87.09,85.77,52.41,84.96,70.55
1604361600,F,34.00,30.54,99.56,92.51,53.29,81.26,74.35
1604361600,M,34.62,36.34,75.92,79.51,51.42,91.31,66.67
1604448000,A,37.64,40.11,90.37,92.18,57.58,86.73,75.56
1604448000,F,38.53,37.32,105.95,95.90,57.68,85.93,78.99
1604448000,M,36.78,42.75,76.40,88.72,57.46,88.11,72.06
1604534400,A,39.85,46.16,99.43,94.77,56.69,93.82,79.08
1604534400,F,45.33,45.24,119.26,99.86,54.98,89.67,83.16
1604534400,M,34.62,47.03,81.65,90.04,58.60,100.92,74.91
1604620800,A,37.64,48.36,97.42,92.04,59.00,82.60,77.58
1604620800,F,43.07,49.76,111.80,100.14,55.32,83.13,81.68
1604620800,M,32.45,47.03,84.51,84.51,63.14,81.70,73.39
1604707200,A,37.64,54.95,103.71,93.00,59.36,94.41,80.67
1604707200,F,36.27,58.81,117.13,102.41,56.67,96.21,85.48
1604707200,M,38.95,51.30,91.67,84.24,62.38,91.31,75.76
1604793600,A,36.53,56.05,106.48,95.32,59.00,99.72,82.36
1604793600,F,38.53,61.07,120.85,106.93,57.01,100.88,88.46
1604793600,M,34.62,51.30,93.58,84.51,61.25,97.72,76.14
1604880000,A,33.21,55.50,108.74,96.27,59.36,93.23,82.50
1604880000,F,36.27,55.42,117.66,109.76,57.68,93.41,87.71
1604880000,M,30.29,55.58,100.75,83.72,61.25,92.91,77.18
1604966400,A,28.78,59.90,110.25,97.23,58.83,95.00,83.30
1604966400,F,34.00,56.55,120.85,116.55,60.04,96.21,91.43
1604966400,M,23.80,63.06,100.75,79.24,57.46,92.91,75.00
1605052800,A,29.89,60.45,111.76,94.64,60.79,109.16,84.42
1605052800,F,36.27,55.42,118.19,114.57,61.73,113.02,92.45
1605052800,M,23.80,65.20,106.00,76.08,59.73,102.53,76.23
1605139200,A,33.21,65.94,115.04,97.91,65.07,124.50,89.11
1605139200,F,34.00,57.68,125.64,122.21,67.80,137.31,100.43
1605139200,M,32.45,73.75,105.52,75.29,62.00,102.53,77.56
1605225600,A,38.74,68.69,116.29,103.50,67.20,132.17,92.90
1605225600,F,43.07,58.81,133.63,129.28,69.15,141.98,105.44
1605225600,M,34.62,78.03,100.75,79.51,65.03,115.34,80.11
1605312000,A,40.96,65.39,114.03,105.27,67.92,138.07,93.56
1605312000,F,47.60,54.29,130.44,131.55,70.16,151.32,106.65
1605312000,M,34.62,75.89,99.31,80.82,65.40,115.34,80.21
1605398400,A,39.85,69.24,117.05,104.73,70.41,135.12,94.64
1605398400,F,45.33,58.81,134.69,130.13,73.53,148.52,107.85
1605398400,M,34.62,79.09,101.22,81.08,66.92,112.14,81.16
1605484800,A,42.06,74.18,113.53,104.45,71.48,152.82,96.09
1605484800,F,43.07,63.33,137.89,130.13,76.57,166.26,111.29
1605484800,M,41.11,84.44,91.67,80.56,65.78,129.76,80.59
1605571200,A,43.17,77.48,112.77,114.27,77.72,165.80,102.33
1605571200,F,38.53,71.25,134.16,138.90,81.29,181.21,116.76
1605571200,M,47.60,83.37,93.58,91.35,73.72,139.37,87.60
1605657600,A,45.39,84.63,114.78,118.36,76.65,174.65,105.23
1605657600,F,40.80,85.95,137.89,143.71,81.63,192.42,121.50
1605657600,M,49.76,83.37,94.06,94.77,71.07,144.18,88.64
1605744000,A,44.28,83.53,118.31,123.14,78.08,183.50,108.47
1605744000,F,40.80,84.82,140.55,151.07,79.94,198.02,124.38
1605744000,M,47.60,82.30,98.36,97.14,75.99,158.60,92.24
1605830400,A,46.49,93.97,131.15,132.00,87.17,228.34,120.84
1605830400,F,36.27,102.92,150.67,161.53,91.75,255.00,139.78
1605830400,M,56.25,85.51,113.64,104.52,82.04,182.62,101.52
1605916800,A,49.81,107.16,147.51,143.32,95.01,233.65,131.53
1605916800,F,40.80,115.36,170.90,171.72,96.47,261.54,149.81
1605916800,M,58.42,99.40,126.53,116.89,93.38,185.83,112.88
1606003200,A,54.24,112.10,149.27,149.18,96.62,233.65,134.90
1606003200,F,45.33,118.75,172.49,179.92,96.13,266.21,153.61
1606003200,M,62.74,105.82,128.44,120.57,97.16,177.82,115.81
1606089600,A,53.13,121.99,151.03,157.23,103.75,241.91,141.33
1606089600,F,47.60,137.98,173.56,190.10,100.52,280.22,161.41
1606089600,M,58.42,106.88,130.83,126.63,107.37,176.22,120.83
1606176000,A,50.92,120.89,163.37,165.68,106.78,256.66,148.31
1606176000,F,45.33,135.72,192.19,202.55,101.19,292.36,169.86
1606176000,M,56.25,106.88,137.51,131.37,113.04,195.44,126.33
1606262400,A,56.45,129.69,173.69,172.50,108.92,259.61,154.36
1606262400,F,49.87,140.24,199.65,213.02,105.24,297.97,176.82
1606262400,M,62.74,119.71,150.40,134.79,113.04,193.84,131.44
1606348800,A,54.24,147.27,185.27,174.82,113.91,250.17,159.28
1606348800,F,49.87,157.21,213.49,208.49,111.31,285.82,179.60
1606348800,M,58.42,137.88,159.95,143.48,116.82,189.03,138.54
1606435200,A,49.81,146.17,183.50,171.27,104.82,222.44,152.86
1606435200,F,47.60,144.77,216.15,200.29,99.84,251.26,169.67
1606435200,M,51.93,147.50,154.22,144.27,110.39,173.01,135.70
1606521600,A,46.49,146.17,171.92,168.68,100.90,213.59,147.93
1606521600,F,43.07,143.63,200.18,201.70,100.52,238.19,165.96
1606521600,M,49.76,148.57,146.58,137.95,101.32,171.41,129.55
1606608000,A,48.71,146.17,171.92,172.09,100.72,230.70,150.51
1606608000,F,45.33,140.24,198.05,201.70,101.87,252.20,167.16
1606608000,M,51.93,151.78,148.49,144.53,99.43,193.84,133.52
1606694400,A,50.92,139.58,174.19,172.50,96.26,229.52,149.34
1606694400,F,52.13,130.06,196.98,201.99,96.81,243.79,164.29
1606694400,M,49.76,148.57,153.75,145.06,95.65,205.05,134.09
1606780800,A,48.71,143.42,172.68,166.91,96.08,209.46,145.73
1606780800,F,54.40,134.59,194.32,194.35,99.51,224.18,160.57
1606780800,M,43.27,151.78,153.27,141.37,92.25,184.23,130.59
1606867200,A,46.49,154.41,178.22,177.27,101.43,228.93,154.12
1606867200,F,52.13,141.37,210.29,206.23,103.55,240.05,170.41
1606867200,M,41.11,166.74,149.45,150.32,99.05,209.86,137.50
1606953600,A,59.78,158.26,188.54,199.77,111.06,246.04,168.56
1606953600,F,58.93,148.16,223.60,236.78,111.99,257.80,187.68
